Topic,TimeQueried,video_title,video_id,publishedAt,duration,viewcount,likeCount,dislikeCount,favoriteCount,score
DBMS,11:22:52:151,Transaction in Dbms | Transaction management | Transaction and concurrency control | DBMS,HAAhn--tZV8,(2016-11-17T05:38:58Z),PT12M34S,363580,3005,201,0,363580.1635980218
DBMS,11:22:53:027,"Lec-53 Difference between Delete, Drop &amp; Truncate in SQL | DBMS",_m1aJdD-oD8,(2020-02-20T15:26:15Z),PT10M19S,22921,809,8,0,22920.901069753072
DBMS,11:22:53:550,Part 6.18 Cascadeless Schedule in DBMS in HINDI | Cascading Rollback in DBMS in HINDI,qH2iYtuJEwQ,(2018-04-02T03:37:30Z),PT11M42S,97400,1476,12,0,97399.98080853051
DBMS,11:22:53:801,DATABASE DESIGN E-R MODEL || DBMS,siKBrudOYwo,(2019-08-16T15:23:27Z),PT27M51S,33078,406,18,0'},33077.852891751114
DBMS,11:22:54:159,Online Demo Class of NIC Scientist B &amp; Technical Assistant A (DBMS)  - NIMBUS,uJAQzfecdKg,(2020-02-28T11:00:58Z),PT1H2M13S,17185,350,17,0,17184.846197041166
DBMS,11:22:54:380,"Lec-20: Normalization in DBMS in Hindi | Insertion, Deletion &amp; Updation Anomaly क्या होती है ?",5GDTIUVlHB8,(2018-02-17T07:20:31Z),PT12M51S,254961,4127,108,0,254961.29773131758
DBMS,11:22:54:600,Part 6.1 Transaction and Concurrency Control in DBMS  HINDI database management syste marks syllabus,a6KIAX5Aubg,(2018-03-24T03:58:56Z),PT10M15S,131672,1276,29,0,131671.9568988521
DBMS,11:22:55:040,Part 4.17 How to normalize a relation table | DBMS |,I3Zwz4lKmDU,(2016-11-17T14:30:31Z),PT9M3S,215782,2042,42,0,215782.04847292035
DBMS,11:22:55:260,Part 4.8 Third Normal Form decomposition in dbms in hindi normalization,9H4aJqYyd9s,(2018-05-17T10:32:15Z),PT21M46S,184889,2634,42,0,184889.11924556838
DBMS,11:22:55:478,types of joins in dbms,KasQpgDpFbE,(2018-02-20T16:56:01Z),PT5M16S,67949,555,24,0,67948.87070446151
DBMS,11:22:55:698,er model in dbms | components|,kMJR5gexfs8,(2018-02-11T06:37:30Z),PT7M57S,133104,964,61,0,133103.91959975383
DBMS,11:22:55:904,Lec-46: Set Difference in Relational Algebra | Database Management System,evDqDiJpw5k,(2018-07-05T08:34:29Z),PT6M3S,60241,878,9,0,60240.909318592116
DBMS,11:22:56:087,Lec-34 Dependency Preserving Decomposition in DBMS with Examples in Hindi | DBMS,0oeap0QDslY,(2020-02-14T14:00:01Z),PT10M52S,15333,576,2,0,15332.873214977746
DBMS,11:22:56:295,4-1 ระบบจัดการฐานข้อมูล (DBMS),pSWR0v9T74c,(2017-02-21T03:20:04Z),PT15M1S,13683,123,2,0,13682.819059556192
DBMS,11:22:56:502,Lec-55: SQL Queries and Subqueries (part-1) | Database Management System,_yog7h4BokQ,(2018-09-09T16:21:53Z),PT8M58S,475668,6939,281,0,475668.6339013958
DBMS,11:22:56:734,Part 7.1 Query language in dbms in hindi relational algebra  calculus structured query language,uZogMFWBGSg,(2018-09-03T11:38:04Z),PT15M19S,101572,1463,30,0,101571.9792544014
DBMS,11:22:56:974,LEARN DBMS IN JUST 9 MINUTES : ENGLISH VERSION,u4lKg8IVsKc,(2016-06-07T06:42:38Z),PT9M49S,94406,1021,239,0,94405.92641401217
DBMS,11:22:57:180,Lec-45: Cross/Cartesian Product in  Relational Algebra | Database Management System,F6MBz_h3Uj8,(2018-07-04T04:09:20Z),PT6M18S,77381,1321,18,0,77380.96227852975
DBMS,11:22:57:381,DBMS (Basic Concepts),fFi_0HVgLrQ,(2018-01-09T17:45:52Z),PT31M43S,12926,270,11,0,12925.836633169809
DBMS,11:22:57:599,Part 2.6 Cardinality Ratio and Mapping Cardinalities in ER diagram in dbms in hindi,XUokY6sA3UE,(2018-09-26T05:03:57Z),PT16M5S,167473,2215,43,0,167473.06915479215
DBMS,11:22:57:899,Lec-17: One to Many Relationship in DBMS in Hindi | 1-M Relationship,rZxETdO_KUQ,(2018-08-13T05:54:45Z),PT13M59S,109835,3246,47,0,109835.19240918427
DBMS,11:22:58:118,What is database | DBMS | Lec-2 | Bhanu Priya,oEJMJuFD204,(2018-02-08T17:01:18Z),PT5M38S,337533,3516,196,0,337533.2246872501
DBMS,11:22:58:338,Functions of DBMS|Functions of Database Management System|Database Management System Functions|DBMS,A3dPiDn4aSE,(2020-04-06T20:25:27Z),PT7M22S,272,2,0,0,271.8045942007648
DBMS,11:22:58:558,DBMS - Database System Structure,LlYUPPDK79w,(2018-01-24T11:36:31Z),PT7M52S,75915,688,47,0,75914.88660439764
DBMS,11:22:58:779,SUPER key | CANDIDATE KEY | PRIMARY key | DBMS |,zS2SmH8AlKM,(2016-09-03T08:34:01Z),PT20M2S,430225,4647,266,0,430225.3598964814
DBMS,11:22:58:998,What is data model in DBMS? | What are different types of database model in DBMS?,R9miiima8hA,(2018-12-04T09:35:43Z),PT12M11S,7015,113,21,0,7014.817864072272
DBMS,11:22:59:218,Part 6.3 ACID properties in DBMS | transaction management in Dbms | DBMS,qMBQCDTVROc,(2018-03-25T02:20:57Z),PT15M,135779,2062,40,0,135779.0508638882
DBMS,11:22:59:438,Lec-6: Three Schema Architecture | Three Level of Abstraction | Database Management System,5fs1ldO6B5c,(2018-07-17T12:41:25Z),PT15M25S,280150,8694,125,0,280150.8437088236
DBMS,11:22:59:701,DBMS tutorial for beginners | Lec-1| Bhanu Priya,wjfeGxqAQOY,(2018-02-08T17:07:42Z),PT9M12S,702940,8205,327,0,702940.7852496599
DBMS,11:22:59:909,B+ tree in database | Introduction &amp; Example | DBMS  | Bhanu Priya,jpS8BLb8BgI,(2020-03-14T14:46:00Z),PT10M40S,14695,131,15,0,14694.820015943327
DBMS,11:23:00:105,#2 What is Database Management System ? || Microsoft SQL Server In Tamil,ku9KpcZ0sxI,(2017-10-22T10:30:00Z),PT11M45S,40353,503,15,0,40352.86448794513
DBMS,11:23:00:319,Bangla Database Tutorial 5 : Database Management System,YhxtRfWPSA4,(2019-03-13T23:18:34Z),PT6M24S,34106,567,4,0,34105.87213904222
DBMS,11:23:00:545,Database Management System: Introduction in Hindi under E-Learning Program.,RSxzxDs2HVU,(2017-03-04T09:53:04Z),PT28M5S,28548,387,21,0,28547.85062033167
DBMS,11:23:00:745,DBMS - Question Solve on Relational Algebra - 2,LrgalIAb61A,(2018-01-24T13:29:56Z),PT3M3S,7249,33,0,0,7248.808300200915
DBMS,11:23:00:937,DDL &amp; DML COMMANDS || DBMS ||  DIGITAL ASSISTANT || GRAMASACHIVALAYAM JOBS,_plIM7-RWjw,(2019-08-18T03:43:42Z),PT1H1M14S,32086,306,18,0'},32085.840936911918
DBMS,11:23:01:123,1 PLSQL Performance Tuning   Introduction to DBMS PROFILER,G67gaP79htE,(2019-06-09T02:17:52Z),PT23M33S,16585,489,2,0,16584.862814267646
DBMS,11:23:01:667,Part 6.15 View Serializability in DBMS in Hindi view serializable schedule view equivalence in dbms,Ewzmv2jBlmM,(2018-03-31T12:48:49Z),PT12M7S,176039,1970,85,0,176039.03986543612
DBMS,11:23:01:856,DBMS - Domain Relational Calculus Query Example-1,qcFwrzd9oZo,(2018-01-24T13:07:10Z),PT4M46S,27410,142,4,0,27409.82133097564
DBMS,11:23:02:079,Basic concept of NORMALIZATION | DBMS,oylHRgBDfNc,(2016-09-23T13:54:40Z),PT13M34S,615534,6297,238,0,615534.5571513281
DBMS,11:23:02:298,Database (DBMS) Quiz Exam (MCQ) Question and Answers Part- 3,sKJdDppdTpA,(2019-05-07T19:42:47Z),PT12M32S,2193,40,1,0,2192.809137039659
DBMS,11:23:02:518,Lec-5: What is Schema | How to define Schema | Database management system in Hindi,pDX4NR4eY3A,(2018-07-30T10:07:15Z),PT4M34S,185791,3047,77,0,185791.16861905425
DBMS,11:23:02:738,Lec-37: Natural Join operation with Example | Database Management System,jRxEjmjIIFs,(2018-08-23T06:37:06Z),PT16M11S,271502,7907,167,0,271502.74962423916
DBMS,11:23:02:962,Lec-43: Projection in Relational Algebra | Database Management System,G9ixeTIyg8s,(2018-06-29T04:52:00Z),PT6M19S,83289,1410,17,0,83288.97291833664
DBMS,11:23:03:178,First Normal Form (1NF) | Database Normalization | DBMS,mUtAPbb1ECM,(2017-12-24T10:56:20Z),PT3M42S,539775,5034,89,0,539775.4061617091
DBMS,11:23:03:398,Digital Assistant ll పంచాయతీ సెక్రటరీ డిజిటల్ అసిస్టెంట్ ll Database Management System (DBMS) ll,mXaDch2G-8Y,(2019-08-13T05:59:29Z),PT22M27S,40268,538,51,0'},40267.86867213885
DBMS,11:23:03:618,Keys in database | Secondary  key | DBMS | Bhanu Priya,PQ7Cc8bKw5k,(2020-01-08T02:58:53Z),PT5M35S,7683,72,3,0,7682.812962588202
DBMS,11:23:03:838,Relationship types in DBMS,_PTVb-Ne1Lc,(2017-07-07T12:17:04Z),PT3M43S,24068,441,19,0,24067.857075944834
DBMS,11:23:04:058,"Lec-91: Primary Index With Example | GATE, PSU and UGC NET | DBMS",4E-MGnjMhRw,(2018-10-28T11:57:32Z),PT7M56S,35571,650,10,0,35570.882061558754
DBMS,11:23:04:255,Part 6.35 #DeadlockPrevention in #Transaction and #ConcurrencyControl in DBMS,-r734q6sSa0,(2019-07-29T02:30:00Z),PT13M54S,31208,436,11,0,31207.856478202873
DBMS,11:23:04:436,Datatypes in SQL | Database management System,4MoUJJNZqbM,(2015-10-30T14:25:55Z),PT10M3S,25318,182,27,0,25317.826112911316
DBMS,11:23:04:651,DBMS - Question Solve on Relational Algebra - 1,sXX6318ZOKk,(2018-01-24T13:29:41Z),PT2M16S,10326,25,5,0,10325.80734381378
DBMS,11:23:04:829,Evolution of DBMS | DBMS Concepts | XII STD CA | Chapter 3 | Introduction to DBMS | 3.1 | #TNSCERT,fjKnyPn-vY8,(2020-05-27T00:26:02Z),PT23M39S,2106,54,1,0,2105.8108107171465
DBMS,11:23:05:015,"Database Introduction | sql, mysql, dbms (Hindi)",1pKb49Pl74A,(2019-04-24T01:53:28Z),PT8M41S,11889,333,3,0,11888.8441647185
DBMS,11:23:05:226,NCERT Computer science | DBMS | HSSC/HTET/NET/DSSSB | Haryana police/patwari,GCZSDknJWcU,(2019-10-07T02:30:00Z),PT35M28S,13079,367,3,0,13078.848229363828
DBMS,11:23:05:425,DBMS - Introduction,fHAfc7Hjq28,(2018-01-24T10:52:08Z),PT4M7S,90662,465,8,0,90661.85994510623
DBMS,11:23:05:625,Part 4.5 Reason for second normal form in dbms in hindi 2 nf in dbms with example,Wx5CzybyLXA,(2018-05-11T08:33:11Z),PT9M47S,165189,1826,21,0,165189.0226504677
DBMS,11:23:05:825,Database Management System (DBMS) - Introduction,cMUQznvYZ6w,(2019-08-06T23:22:45Z),PT1H2M39S,3730,69,1,0,3729.812603943026
DBMS,11:23:06:038,Part 6.2 Transaction in Dbms | Marks distribution | Transaction and concurrency control | DBMS,quz6gV7oDFI,(2018-03-24T13:57:06Z),PT10M14S,135284,1558,48,0,135283.99061149865
DBMS,11:23:06:258,Part-1 Find Number of Candidate Keys in a relation | DBMS,L0LEtrIDYrE,(2019-11-28T11:30:00Z),PT18M49S,23601,443,10,0,23600.857315041616
DBMS,11:23:06:478,Lec-25: Third Normal Form in dbms with examples in Hindi | Normalization,IeSai2JVm78,(2018-02-22T03:43:01Z),PT16M26S,146517,2250,52,0,146517.07333898588
DBMS,11:23:06:698,Transport Management System [DBMS MINI PROJECT],FGTfP3YgtTo,(2018-01-18T15:52:58Z),PT4M58S,52289,554,31,0,52288.87058491312
DBMS,11:23:06:918,"DBMS - Keys Super, Candidate, Primary, Alternate",516N5ZqviqA,(2018-01-24T12:36:41Z),PT9M15S,51435,511,38,0,51434.86544433227
DBMS,11:23:07:425,Kusrini - DBMS - 1 - Konsep Dasar Basis Data,Cna_aiHnzPM,(2019-03-23T07:01:51Z),PT20M11S,6866,193,4,0,6865.827427943628
DBMS,11:23:07:613,Part 4.16 Dependency preserving decomposition in dbms in hindi with example how to test find check,isOLwsdB4Ns,(2018-05-21T05:15:02Z),PT15M48S,130456,1557,37,0,130455.99049195026
DBMS,11:23:07:798,Lec-54 Constraints in SQL in Hindi | DBMS,PcMr6xoundk,(2020-02-22T13:03:16Z),PT12M1S,25111,894,9,0,25110.911231366386
DBMS,11:23:08:011,ER model to Relational tables | convert weak Entity to relation | DBMS gate lectures in hindi | #14,sVCmOHIDs3E,(2017-06-17T04:01:54Z),PT5M32S,21318,189,16,0,21317.82694975006
DBMS,11:23:08:206,Basics of a Schedule | DBMS,q6ISl9YNxoQ,(2016-11-23T21:54:44Z),PT14M22S,164718,1372,46,0,164717.96837549773
DBMS,11:23:08:416,Lec-72: What is Schedule | Serial Vs Parallel Schedule  | Database Management System,1cbmhsSJRWc,(2018-09-26T08:58:16Z),PT10M47S,50337,1073,13,0,50336.93263052855
DBMS,11:23:08:605,Database Model | DBMS gate lectures in hindi | #2,R3vQfLShQyM,(2017-05-30T04:23:47Z),PT4M34S,48630,519,18,0,48629.8664007194
DBMS,11:23:08:775,Introduction of Database Management System | Unit-1 #01,cC7EXsWtDng,(2020-06-25T06:41:20Z),PT5M46S,650,18,0,0,649.8065069750361
DBMS,11:23:08:966,Lec-76: Introduction to Serializability | Transactions Concurrency and Control | DBMS,s8QlJoL1G6w,(2018-10-11T16:05:22Z),PT9M17S,123297,1939,59,0,123297.03615943599
DBMS,11:23:09:160,DBMS - Boyce-Codd Normal Form (BCNF),FGesKHcqf2c,(2018-01-25T10:39:58Z),PT10M13S,45718,385,27,0,45717.850381234886
DBMS,11:23:09:358,1nf normalization example | Decomposition | DBMS,Vjz6OohFwUk,(2018-03-08T18:43:08Z),PT11M7S,103394,780,61,0,103393.8976028497
DBMS,11:23:09:665,indexing in database example| dbms,uuRf-VEFbco,(2017-12-19T16:33:54Z),PT11M24S,60520,540,42,0,60519.86891123564
DBMS,11:23:09:846,Normalization | Database Management System,IwswNIZ_PSg,(2014-09-28T14:44:13Z),PT7M35S,543126,3610,163,0,543126.2359247989
DBMS,11:23:10:218,04- Various Views Of Data -Data Abstraction In DBMS IN HINDI | What Is Data Abstraction In DBMS,nRyOTRM6bFg,(2017-08-01T06:52:35Z),PT11M42S,8865,84,11,0,8864.814397168904
DBMS,11:23:10:439,"Functional Dependency in DBMS GATE Practice Problems, Solutions | Database Design Previous Questions",YCsAN_P7dqw,(2018-10-18T14:36:01Z),PT25M16S,9138,76,7,0,9137.813440781769
DBMS,11:23:10:659,Part 6.12 Conflict Serializability in DBMS in HINDI conflict serializable schedule precedence graph,vBo0UZl_VUM,(2018-03-30T04:45:24Z),PT18M25S,132649,1600,35,0,132648.99563253112
DBMS,11:23:10:945,Part 6.8 Phantom Read Problem in DBMS in HINDI | Problem in concurrency in data base management,-FyMthiA1kU,(2018-03-28T16:58:44Z),PT5M31S,82804,1020,14,0,82803.92629446377
DBMS,11:23:11:157,Part 6.13 Practice Questions on Conflict Serializability DBMS  HINDI conflict serializable schedule,QkROSmKbVFQ,(2018-03-30T14:17:11Z),PT11M28S,102809,1087,12,0,102808.93430420604
DBMS,11:23:11:333,"DBMS - Keys Foreign, Partial, Secondary",TAXIfmEngoo,(2018-01-24T12:36:48Z),PT10M1S,22472,189,10,0,22471.82694975006
DBMS,11:23:11:538,NIC/NIELIT Most Expected Question Series | DBMS | NIC Scientist &#39;B&#39; &amp; Technical Assistant &#39;A&#39; Exam,SP6DCDK_tQM,(2020-04-18T15:55:37Z),PT43M43S,3180,109,2,0,3179.817385878704
DBMS,11:23:11:758,What is Data Independence? DBMS System Architecture,PBTi2HXwTsk,(2019-03-26T14:30:00Z),PT2M49S,3030,0,a,0,3029.804355103981
DBMS,11:23:11:978,Part 2.4 Relationship in a ER Diagram in DBMS in hindi name degree Cartesian ratio,YvQtgE6R_q0,(2018-09-16T12:30:02Z),PT10M,171552,2212,35,0,171552.06879614698
DBMS,11:23:12:234,DBMS - Locking Methods,a74V14OnDvw,(2018-01-30T07:36:52Z),PT5M7S,29894,210,32,0,29893.82946026629
DBMS,11:23:12:454,Introduction to Database Design | Database Management System,7c4RmKWrSHI,(2014-09-01T06:05:38Z),PT5M35S,44386,264,26,0,44385.835915879456
DBMS,11:23:12:652,Part 4.1 Insertion Deletion and Updation anomalies in DBMS in HINDI  Data Redundancy Inconsistency,K5P-2-oWXqs,(2018-05-09T09:26:28Z),PT14M52S,182471,2575,61,0,182471.11219221327
DBMS,11:23:12:853,Lec-13: Super key in DBMS in HINDI | ये Question Competition Exams में अक्सर पूछा गया है,QQqGfScdlzA,(2019-01-06T17:25:55Z),PT9M42S,90187,2436,31,0,90187.09557498679
DBMS,11:23:13:060,Part 3.11 Super Key Candidate Key Primary Key in DBMS in HINDI Types of keys in dbms in hindi,MhvAcuNvvNk,(2018-05-05T05:15:00Z),PT21M49S,233305,4178,86,0,233305.30382828557
DBMS,11:23:13:264,Lec-44: Selection in Relational Algebra | Database Management System,2hUVf17DHVs,(2018-06-30T06:30:45Z),PT6M33S,72770,1341,12,0,72769.9646694976
DBMS,11:23:13:498,File processing system in dbms | disadvantages of file system | file system vs DBMS,bjIEw15FKs8,(2019-11-20T12:43:40Z),PT23M18S,41654,862,25,0,41653.907405817845
DBMS,11:23:13:825,Lec-79: Why View Serializability is Used | Introduction to View Serializability | DBMS,8LKM_RWeroM,(2018-10-24T16:20:00Z),PT11M24S,81330,1461,26,0,81329.97901530462
DBMS,11:23:14:031,A/L ICT In Sinhala | Database Management Systems | Part 1 - Introduction,W7o9P-mC5VA,(2020-05-10T09:49:04Z),PT8M54S,920,56,1,0,919.8110498139304
DBMS,11:23:14:213,Part 6.24 #ThomasWriteRule in #TimeStampingProtocol in #Transaction in DBMS in Hindi,uLcEOs24Q3s,(2019-07-13T02:30:06Z),PT12M32S,37018,516,9,0,37017.86604207423
DBMS,11:23:14:401,DBMS - ER-Diagram with Role-Indicators,YwWkVYC7E6I,(2018-01-24T12:37:36Z),PT3M3S,16259,86,4,0,16258.81463626569
DBMS,11:23:14:618,Kusrini - DBMS - 2 - Entity Relationship Diagram,s9-H-adeA-I,(2019-03-23T07:18:08Z),PT28M48S,11741,320,2,0,11740.842610589407
DBMS,11:23:14:838,ACID properties in DBMS explained (With Example),nZK5a-jHvMU,(2019-03-11T07:09:35Z),PT11M54S,4312,77,2,0,4311.813560330162
DBMS,11:23:15:059,Lec-73: Read-Write Conflict or Unrepeatable Read Problem  | Database Management System,vwIeKYGXmjI,(2018-10-05T09:51:54Z),PT7M44S,47172,700,8,0,47171.88803897835
DBMS,11:23:15:279,DBMS | Database Management System | ODBC-Open Database Connectivity | INTRODUCTION,HXszL17LvhA,(2016-08-19T04:36:42Z),PT5M27S,21447,98,38,0,21446.81607084639
DBMS,11:23:15:498,Lecture 1-Introduction to Database and DBMS - Class XII Information Practices By Tech Shubham,yL_QO-IkoMM,(2018-02-12T07:14:08Z),PT9M33S,86030,1787,55,0,86030.0179880804
DBMS,11:23:15:719,Lec-26: Boyce Codd Normal Form #BCNF #DBMS #Normalization with best examples,mf_PbWPo7VM,(2018-02-22T03:48:18Z),PT6M48S,110478,1543,46,0,110477.98881827276
DBMS,11:23:15:938,DBMS - Attribute and Domain,-hhrZM78rm8,(2018-01-24T12:36:24Z),PT6M50S,21872,175,6,0,21871.825276072574
DBMS,11:23:16:159,functional dependency in dbms,X3c1phdyjbU,(2018-03-08T00:44:53Z),PT7M45S,182131,1629,135,0,182130.99909943447
DBMS,11:23:16:365,Database Management System basics for database connectivity in telugu | teluguwebguru,pS0T8SweeFU,(2019-12-30T01:29:35Z),PT51M2S,6514,165,5,0,6513.8240805886535
DBMS,11:23:16:559,Database (DBMS) Quiz Exam (MCQ) Question and Answers Part-1,shXupZF1hsQ,(2019-04-19T19:01:20Z),PT4M52S,22290,377,9,0,22289.849424847747
DBMS,11:23:16:750,DBMS - Introduction to Distributed Database,aoMOmSx5Zyw,(2018-01-30T08:16:52Z),PT3M29S,36409,212,6,0,36408.82969936307
DBMS,11:23:16:940,Lecture 6 Database Architecture in DBMS Hindi,L8Vqu7yhmGg,(2016-02-03T06:57:31Z),PT14M59S,173214,2361,57,0,173214.08660885738
DBMS,11:23:17:137,SQL create table in hindi | SQL tutorial in hindi | DBMS Lectures in hindi #72,Pm8XAQYDBGw,(2017-09-19T06:56:45Z),PT4M24S,22937,283,18,0,22936.838187298905
DBMS,11:23:17:322,Lec-21: First Normal form in DBMS in HINDI | 1st Normal form क्या होती है ?,NlgZy30Dv9A,(2018-02-21T03:38:08Z),PT8M29S,216043,2939,53,0,216043.15570782794
DBMS,11:23:17:522,Lec-38: Self Join operation with Example | Database Management System,6DQpvfdj6EE,(2018-08-25T09:51:41Z),PT14M37S,214428,5854,97,0,214428.50419139047
DBMS,11:23:17:703,"Transaction Management, ACID Properties in DBMS(English|Hindi)",nRdlkQp4Pf4,(2016-07-13T16:33:36Z),PT14M13S,239064,1830,103,0,239064.02312866127
DBMS,11:23:17:899,"Lec-50: All Types of SQL Commands with Example | DDL, DML, DCL, TCL and CONSTRAINTS | DBMS",vUj-kUEC_oA,(2019-03-05T16:40:45Z),PT10M32S,243989,5726,112,0,243989.4888891963
DBMS,11:23:18:115,Part 7.2 Relational algebra in dbms in hindi operations basics query language fundamental operator,AepLj_C4ywM,(2018-09-04T11:29:24Z),PT10M5S,190859,2264,87,0,190859.07501266338
DBMS,11:23:18:359,Database Interfaces - lecture18/DBMS,_yaJpU9_C2k,(2019-08-19T14:04:12Z),PT8M8S,3907,68,3,0,3906.812484394634
DBMS,11:23:18:579,"Normalization in Database DBMS 1NF 2NF 3NF with Example in hindi | Concepts, Tricks &amp; ShortCut | 50",K_Rr5B9jXyo,(2015-10-29T08:36:54Z),PT37M23S,233769,733,142,0,233768.89198407528
DBMS,11:23:19:019,CS &amp; IT Solutions Part 1 - DBMS | GATE 2020 Answer Key | Sanchit Jain,oNw-OuxGKyk,(2020-02-13T11:30:10Z),PT42M44S,4228,102,3,0,4227.816549039961
DBMS,11:23:19:239,"Database Concepts – Introduction, Purpose, Advantages of Database Management System - Lecture 1-1",EZ9EEErHUK4,(2017-09-17T12:32:55Z),PT20M58S,57726,578,29,0,57725.87345407453
DBMS,11:23:19:459,DBMS - Specialization and Generalization,4_vsGgy9cGs,(2018-01-24T12:37:52Z),PT5M15S,83549,764,72,0,83548.89569007543
DBMS,11:23:19:680,Introduction and Types of DBMS | DBMS | GATE 2021 | Navneet Sir | Gradeup,aM3uhL5G5bQ,(2020-06-03T14:34:18Z),PT59M10S,1515,93,3,0,1514.8154731044326
DBMS,11:23:19:899,DBMS - Data Models,ow4rUuqsDbI,(2018-01-24T11:02:02Z),PT8M23S,38285,246,17,0,38284.8337640084
DBMS,11:23:20:120,9. DBMS Architecture (Hindi),EZde9wgaFP4,(2016-09-14T12:51:16Z),PT6M4S,116176,858,145,0,116175.90692762428
DBMS,11:23:20:338,DBMS - Database Languages,9TwMRs3qTcU,(2018-01-24T11:36:19Z),PT5M6S,25945,236,12,0,25944.83256852448
DBMS,11:23:20:866,DBMS architecture | 1 tier 2 tier 3 tier || DBMS || DATA BASE MANAGEMENT SYSTEM,nuuTts-_JP0,(2018-12-30T17:22:49Z),PT9M30S,2623,38,4,0,2622.8088979428753
DBMS,11:23:21:203,Query Processing And Query Optimisation | Part 1 | DBMS Lectures in Hindi,a2kHCqq9NZI,(2020-04-18T00:00:02Z),PT10M57S,812,28,1,0,811.8077024589556
DBMS,11:23:21:420,ER MODEL and its components || 9 || DBMS IN TELUGU,2WMPfjXWYEI,(2020-06-05T12:10:22Z),PT10M16S,132,12,0,0,131.80578968468438
DBMS,11:23:22:539,DBMS - Problem-2 To check Whether a Decomposition is Lossless,6L-AK_Ib17k,(2018-01-25T11:08:04Z),PT4M44S,39339,415,33,0,39338.85396768664
DBMS,11:23:23:037,Part 4.11 how to find identify normal form in dbms in hindi practice problems question answers,mzxnbsmIRNw,(2016-10-07T20:12:23Z),PT30M33S,356284,3729,87,0,356284.25015105755
DBMS,11:23:23:268,Part 3.13 Practice questions on finding number of candidate key in DBMS in HINDI,33ek39nWkVA,(2018-05-07T05:15:00Z),PT13M15S,88860,937,11,0,88859.91637194724
DBMS,11:23:24:079,DBMS - Introduction to Query Processing,PgXo4unl3FQ,(2018-01-30T06:25:27Z),PT3M40S,24095,182,6,0,24094.826112911316
DBMS,11:23:24:343,Introduction to database management system (DBMS) | what is database | explained in tamil |,KEBAH50fueU,(2020-02-01T05:48:19Z),PT18M2S,1233,39,2,0,1232.8090174912672
DBMS,11:23:24:553,relational algebra in database management system | introduction,5bmFEANOivg,(2018-03-13T17:34:37Z),PT9M30S,76307,595,51,0,76306.8754863972
DBMS,11:23:24:869,GRAMA SACHIVALAYAM DIGITAL ASSISTANT DATABASE MANAGEMENT SYSTEMS,46oyfCo4BP4,(2019-08-13T02:53:46Z),PT50M35S,4728,66,11,0,4727.81224529785
DBMS,11:23:25:667,time stamping method in database | DBMS,aeykOjWjT5Q,(2017-12-18T16:27:34Z),PT11M41S,65472,568,44,0,65471.872258590614
DBMS,11:23:25:870,Functions of DBMS,AONv90Mzy1s,(2019-07-22T15:01:44Z),PT5M11S,6201,85,14,0,6200.814516717297
DBMS,11:23:26:052,Lec-7: What is Data Independence | Database Management System in Hindi,upUSGUSK5k0,(2018-07-28T10:12:48Z),PT10M22S,172204,3741,43,0,172204.25158563827
DBMS,11:23:26:233,"ABSTRACTION, SCHEMA, CONSTRAINTS || DBMS",IDhWGHQe9W0,(2019-08-16T13:28:43Z),PT16M57S,22118,305,19,0'},22117.840817363525
DBMS,11:23:26:499,database recovery management | DBMS,HnVo3_iH76w,(2017-12-18T16:36:30Z),PT11M41S,76754,591,80,0,76753.87500820363
DBMS,11:23:26:719,Database and DBMS- An Introduction (Part-A) class-7,iaFwmsc9NNg,(2018-06-01T11:02:40Z),PT5M59S,3673,52,17,0,3672.8105716203627
DBMS,11:23:26:939,데이터베이스 기초 1강 DBMS 기초 | T아카데미,LE57D7eRrVY,(2016-09-28T09:07:14Z),PT30M2S,12867,83,4,0,12866.814277620513
DBMS,11:23:27:160,Part 2.1 #EntityRelationshipModel #ERModel #ERDiagram DBMS in Hindi,iUApyIf2h-A,(2018-09-13T12:30:00Z),PT8M47S,318281,3975,139,0,318281.279559962
DBMS,11:23:27:426,Database Management Systems (CS) - Most Important Questions for GATE 2020,2xa8Fl-l-NY,(2019-12-21T15:39:09Z),PT3H21M44S,6426,201,5,0,6425.828384330764
DBMS,11:23:27:612,Introduction To B+ tree Explained in Hindi l DBMS Course,BDVY2BfgiVA,(2019-10-17T13:01:29Z),PT8M34S,2734,88,6,0,2733.814875362473
DBMS,11:23:27:819,(Part 2) MCQ On DBMS || Database Management System,5GX-E4zVSiQ,(2018-12-13T09:48:45Z),PT11M19S,21051,514,12,0,21050.865802977445
DBMS,11:23:28:039,Database Management System (DBMS),kdT3qUXQngU,(2018-11-28T18:12:57Z),PT20M38S,23321,502,13,0,23320.864368396742
DBMS,11:23:28:259,Concurrency Control in dbms |conflicts of serializabity of transactions| DBMS,2Um-j_TTlZM,(2017-12-15T15:54:28Z),PT19M30S,72157,683,49,0,72156.88600665568
DBMS,11:23:28:479,Keys in database | Composite  key | DBMS | Bhanu Priya,Tqn4guzBYzA,(2020-01-08T02:58:53Z),PT4M46S,11059,108,11,0,11058.817266330312
DBMS,11:23:28:671,database users in dbms with example | administrators,c9zR90MU51s,(2018-02-10T12:59:53Z),PT8M55S,107927,712,59,0,107926.88947355906
DBMS,11:23:28:903,SQL Full Course | SQL Tutorial For Beginners | Learn SQL (Structured Query Language) | Edureka,BPHAr4QGGVE,(2019-05-26T11:32:35Z),PT4H7M52S,462174,7194,129,0,462174.6643862357
